text,Dialect
مبروك خويا العزيز بحال هدو سرهم البلوك احسن ما درتي انا هكا كلمة زوج بلوك وانتهي,MA
واو على اساس مجموعتكم نار فزتو على المانيا ترا هادي مصر اتنينكم عربين يا غبي ادائكم صفر بعدين مارح اشوف حيوانات يشتمون بلدي منتخبنا تستناني اسكت,MA
المشكل طلعت مغربية ديال بصح واسمها أمينة,MA
المهم حنا هنا غير ضحكين وهدي غير نكتة مي فيها إفادة وعبره,MA
منقدرش نضمن هادشي ولكن غادي نديرو جهدنا,MA
اوه حتى انا عندي هي نلعبو شي ماطش علينا وعليك باش ماتمنيتي,MA
شنو بالنسبو لمئة دولار,MA
اي مشجع بغا ياخود صورة بسم اله,MA
انت طيب يا اصيل دائما انت عائلتك بخير,MA
اله ياخذ الحق فالي كان السباب,MA
واش عندك طبلة لخمسة دناس,MA
شكرا ختي ربي يخليك,MA
لا غير بغينا نتعاونو ونسريو ليك غسالة,MA
وله ماقضرت نختار,MA
ملي دخلت لانستا وانا كنقرا نور نور قلت شكون هاذ نور ميمكنش تكون فنانة مغربية حنا ماشي منفتحين لهاذ درجة بقيت كنقلب قالو فنانة شنو لا لا ماشي هنا القصة قلك سميها نور الدين لا الا كان بصح راه انفتاح هوا,MA
شحال يحسب عليا الطاكسي من هنا متحف ديال الفنون,MA
الانستغرام قهروني تماك كاين غير القثل والاغتصاب والبكا والنواح اله ياربي,MA
اودي كاندوزو النهار غا دريال زريعة ساكتين,MA
النشيد الوطني وشكون غناه في حفل الافتاح تعويم الدرهم فكها يا من وحلتيها,MA
واش كاين شي بنكة فهاد النواحي,MA
ان شاء اله ايوا هي الى باليتي بيه من دابا ودخلتيه لشي نادي ماشي تقتصر فقط على المشاهدة وربي يحفظو ليك وتشوفو كيف تمناه,MA
هاد الوجبة الثابتة عافاك,MA
مكن تجيبلي شوية ديال الفلفل,MA
سمحلي خليتك كتسنى رقم الغرفة ديالك هو تسعود تسعين ها الساروت ديالك,MA
واش تقدر تسيفطو ليابان,MA
وبنادم عمرو ما فات حتى راس الدرب وكيقولك جزائرين كيكرهونا واش مشيتي عندهم عشرتيهم تلاقيتي معاهم,MA
امل الوقت اختي غدارة ولينا حنا نقريو ولادنا فالبريفي وهوما مساكن ولادهم فالعمومي,MA
فين مادخلت لشي صفحة ريفية كنلقى صحاب الداخل وبعض العياشة مقربلينها اودي ماقدرتوش ديرو بحالهم وطالبو بحقوقكم السكات وباركه من كوبي كولي,MA
ايوا سيادنا مبروك عيدكم تشويو وتعاودو مع عائلاتكم واحبابكم إن شاء اله,MA
سبق وقلت لك انت واسلحتك تزرعي رعب فالتاق وصلتي حتى الراس الكبير ماحد يقدر يتحداك الان لا فالملعب ولا فالتويتر,MA
اه جابو الأمن والقوات المساعدة مي متخافش واله ما تسرطو لهم ناس ديال تماك خرجوها منهم حتى جاو المسؤولين الكبار المهم ناس تماك عطو القاصح الأمن والمسؤولين لتماك حتى انا مي الفوق شوية انا حي وادي الدهب حدا تانوية الإمام الغزالي,MA
الجبل فوجي الي اليابان هو اعلى واحد فيه تلتالاف تسعمية ستين ميترو,MA
أكيد ولكن الحب ديالو صدقت شجاعه مع سراق الزيت والبخوش والحنش غادي يولي يخاف منها,MA
لا بوحدو ياله هضرت معه,MA
بعد موت راغنار اصبح المسلسل مل تافه شكرا,MA
مكن توريني شي أوطيلات رخاص نقين,MA
مع الدكتور حمزة أبو فارس وسعيد الكملي ومصطفى مازن رحمه اله وأبو عجيلة ومحمود الزليطني يوليوز,MA
مقدرتش نحط الأمتعة ديالي تحت المقعد مكن تخليه عندك عافاك,MA
واش كاين شي رحلة مورا الضوهر,MA
غادي يخصني نشوف داكشي مع مراتي,MA
الميزانية ديالنا هي تقريبا خمسين دولار في المجموع لتلاتة ديال الناس,MA
يه اختي مرير بالعرارم غير اله يحفظ وصافي,MA
هذا اقل شي عبود متل الخليج والسعودية احسن تمتيل وخلانا نفتخر بيه,MA
الغرام ما عندو دوا,MA
بغيت ناخد رانديفو معا لخمسا لعشيا هاد النهار,MA
بلاتي نقلب الزيت ديال الفران الموطور المحرك ديالك بان ليا قريب يتكولا,MA
هدا اكيد عندو شي ذكرة خايبة مع الحلاق وهو صغير,MA
كيفقصوك بحال هاد نوع كانو كيلبسو غير تيشورتات ديال لبرازيل ولالمان,MA
عندك الحق انا كندخلو ساعة في اليوم بزاف عاد,MA
مكن نتوصل بيتزا لغرفة ديالي,MA
شحال الأجرة مكن تكتبلي الأجرة على شي ورقة,MA
دجاج عافاك,MA
علاش شكرا بزاف ليك أه واش يمكن لي نلطع لفوق,MA
واش شي يحضر لعراسات وأنا نشوف فيهم كيحضرو ليهم,MA
فين السلم المتحرك,MA
خديت باطري ميت,MA
انتي يا أما دخلي بخيط أبيض يا أما بعدي مني مصيبه معاك,MA
راس مالهم الهضرة من وراء الشاشات,MA
فين مكن نبقى فوقت الرحلة,MA
يلاه البهايم من هنا انتما كالبعير متصدقوا شي حد يكول كلمة تنبحوا وراه ماه ماه,MA
نقدرو نستقبلوك معا التلاتة ديال الزوال ويلا كنتي باغي تكري شي ماطريال خاصك تمشي الكلوب هاوص معا تلاتة لاربع,MA
الجنيه كايساوي جوج الدولار ياك,MA
ابيه قريبين ليا لحدا الدار,MA
تدرون ايش مشكلتي مشكلتي اني ابين دايما لناس اني قوية وقلبي قاسي بس لاسف انا عندي اهبل قلب شفتو فحياتي ماتعلم رغم كل الخيبات والخذلان دايما اقول المرة هادي غير بس زي كل مرة اطيح على راسي ملاحظة الموضوع لايتعلق بالحب,MA
واش يمكن لي نجرب هادا,MA
هم الحلوى ديال اليابان مختلف على ديالنا,MA
شباب ماتنساوش افريقيا زوينة الشجر الي داير بيها هو الي خايب الفاهميفهم,MA
شحال ديال الوقت,MA
ليش هذا لس أبوه عايش,MA
واش بصح الكعبي تاهو غادي لمصر,MA
ياك اخويا لعبو مع جزاىر قبل مايمشو لتونس ولا لا,MA
انا مكنظنش بلي هاد السكين نقية مكن تشوفلي شي وحدة اخرى,MA
صراحة مقادراش حتى نتوقع الي نتمناه الى اع خسرنا نخرجو باقل الخسائر,MA
نعطيك أنا آبا الحاج ما ٱنخلي الي يعطيك إلى ٱبقات فيك الزويهرة القرعة نجوجوها ليك,MA
وهنا مرضات او مشات عند عائلتها يساعدوها حتى واحد ماعقل عليها حتى ختها الي كبرات لها بنتها وخوها باها كتب له فيلا بسميتو وخرجها هي قالت له انا ماطالبة من والو عطيني غير حقي الي خلاتو لي ماما قالها الا بغيتيه طلقي من داك الراجل واجي مرحبا بك داري مفتوحا ليك,MA
فكرة زوينة,MA
وقف فالتقاطع الجاي,MA
واحدة هربانة من مستشفی المجانین خرمان هوبا,MA
كنوصي بهادا حيت مصنوع من المكونات الطبيعية مية فلمية,MA
شكرا ختي ربي يخليك,MA
هاد لموص بان ليا مانقيش واكا تعطيني شي واحد آخر,MA
قالو ليا مافهمتو والو فالخطاب,MA
بغيت فرانك ويذ ريليش عافاك,MA
فين مايقرب عيد الاضحى كيبانوا دوك الفيديوات ديال الذبيح السليخ تقولوا الا تفرج فيهم بنادم صافي راه الغد ليه غادي يعرف يذبح,MA
مكن تضغط على زر التصوير,MA
واش كاين شي طبيب هنا,MA
دايم خل المواقف والافعال هي مقياسك بالعلاقات الحكي يبقى حكي,MA
ما بلاش ارسم قلب,MA
واخا ماشي ساهل تشرحو لواحد ماكيلعبوش,MA
مكن تقولي على الأوطيلات الرخيصة والنقية,MA
وهيخلص حتى الرابعة هذاك نادال,MA
لا ان شاء اله مو مطولة جهزو نفسكم بس,MA
ناري ماكنقدرش نكون نتفرج في جزيرة الكنز وناكل الكلية مثلا او شي فاكهة كيسدو ليا الحناش الأفاعي العقارب الشهية,MA
شحال كادير دلوقت من لوس انجليس لسان فرانسيسكو,MA
ريتها تكسر الارسال وتفوز,MA
أوه والو كنتي هنا على أي حال,MA
شفت شي بنات مشاو بعيد قالك نديرو حملة باش رونار يدخل بوحدوز فتشكيلة المنتخب الماتش جاي باش ميبقاش فيه الحال فعلا الى المطبخ اختاه,MA
