tweets,tweets_clean,preprocessed_text,type,type_encoded,class,class_encoded
 مستوى ضعيف بزاف ,مستوى ضعيف بزاف,مستوى ضعيف زاف,negative,2,dialectal,1
 لاعبين ضعاف بشكل لا يصدق,لاعبين ضعاف بشكل لا يصدق,اعب ضعاف شكل صدق,negative,2,dialectal,1
 حسرة وألم شديد على خسارة بوكا ,حسرة وألم شديد على خسارة بوكا,حسر ألم شديد خسار وكا,negative,2,standard,0
 ضعف واضح في دفاع فريق ,ضعف واضح في دفاع فريق,ضعف اضح دفاع ريق,negative,2,standard,0
 والله كثرة علينا الفضائح هذه ايام,والله كثرة علينا الفضائح هذه ايام,الل كثر علي فضائح ايام,negative,2,dialectal,1
 للاسف الشديد,للاسف الشديد,اسف شديد,negative,2,standard,0
 لقاء ضعيف جدا جدا,لقاء ضعيف جدا جدا,قاء ضعيف جدا جدا,negative,2,standard,0
 مشكلة كبيرة يسحاب ليه داكشي غادي يمر بدون حساب اليوم القيامة,مشكلة كبيرة يسحاب ليه داكشي غادي يمر بدون حساب اليوم القيامة,مشكل كبير سحاب ليه داكش يمر دون حساب يوم قيام,negative,2,dialectal,1
 زعما راك استاذ خاص تغريدات ديالك تكون القمة في اخلاق,زعما راك استاذ خاص تغريدات ديالك تكون القمة في اخلاق,زعما راك استاذ خاص غريد كون قمة اخلاق,negative,2,dialectal,1
 اصبحنا المجتمع التافه للاسف الشديد,اصبحنا المجتمع التافه للاسف الشديد,اصبح مجتمع تاف اسف شديد,negative,2,standard,0
 نعم فريق ضعيف جدا جدا ولا مجال للمقارنة ,نعم فريق ضعيف جدا جدا ولا مجال للمقارنة,ريق ضعيف جدا جدا مجال مقارن,negative,2,standard,0
 والله العظيم هذا الولاية الشوهة ديال بصح ,والله العظيم هذا الولاية الشوهة ديال بصح,الل عظيم ولاي شوه بصح,negative,2,dialectal,1
 ظلم هذا,ظلم هذا,ظلم,negative,2,dialectal,1
 علاقات المغرب والامارات ليست جيدة,علاقات المغرب والامارات ليست جيدة,علاق مغرب الامار جيد,negative,2,standard,0
 مصيبة هذا البلاد والله,مصيبة هذا البلاد والله,مصيب بلاد الل,negative,2,dialectal,1
 لاعب عادي ولا ويستحق حمل قميص برشلونة,لاعب عادي ولا ويستحق حمل قميص برشلونة,اعب عاد يستحق حمل قميص رشلون,negative,2,standard,0
 انا مصدوم ,انا مصدوم,مصدوم,negative,2,standard,0
 للاسف ملعب خيب بزاف,للاسف ملعب خيب بزاف,اسف ملعب خيب زاف,negative,2,dialectal,1
 حرمان من الحب,حرمان من الحب,حرمان الحب,negative,2,standard,0
 عيب عيب,عيب عيب,عيب عيب,negative,2,standard,0
 نقرا هذا كتاب نمرض اخاي بكل صراحة القمة البؤس والشقاء مع كتاب ,نقرا هذا كتاب نمرض اخاي بكل صراحة القمة البؤس والشقاء مع كتاب,قرا كتاب مرض اخا بكل قمة بؤس الشقاء كتاب,negative,2,dialectal,1
 النتيجة تعليم السيئ في بلدك,النتيجة تعليم السيئ في بلدك,نتيج عليم سيئ لدك,negative,2,standard,0
 اللهم ان هذا منكر ,اللهم ان هذا منكر,لهم ان منكر,negative,2,standard,0
 الاغلبية الساحقة لديهم اخطاء كارثية,الاغلبية الساحقة لديهم اخطاء كارثية,اغلبي ساحق ديهم اخطاء كارثي,negative,2,standard,0
 الويل كل الويل لك ,الويل كل الويل لك,ويل ويل,negative,2,standard,0
 المنكر هذا ,المنكر هذا,منكر,negative,2,dialectal,1
 لاعب لا يستحق كل تلك الاموال,لاعب لا يستحق كل تلك الاموال,اعب ستحق اموال,negative,2,standard,0
 المجرمين اصبح اكثر من الشعب,المجرمين اصبح اكثر من الشعب,مجرم اصبح اكثر شعب,negative,2,standard,0
 دم المغربي اصبح رخيص,دم المغربي اصبح رخيص,دم مغرب اصبح رخيص,negative,2,dialectal,1
 اعمال الجاهلية الأولى,اعمال الجاهلية الأولى,اعمال جاهلي أولى,negative,2,standard,0
 الله يعلم من قتلها الله يأخذ فيه الحق,الله يعلم من قتلها الله يأخذ فيه الحق,الل علم قتل الل أخذ الحق,negative,2,dialectal,1
 ايتها كافرة فاجرة,ايتها كافرة فاجرة,ايت كافر اجر,negative,2,standard,0
 شخصيا لا احب هذا كلام,شخصيا لا احب هذا كلام,شخصيا احب كلام,negative,2,standard,0
 تخربيق اصافي,تخربيق اصافي,خربيق اصاف,negative,2,dialectal,1
تعادل بطعم الخسارة للاسف الشديد,تعادل بطعم الخسارة للاسف الشديد,عادل طعم خسار اسف شديد,negative,2,standard,0
 مردود البطولة ضعيف,مردود البطولة ضعيف,مردود بطول ضعيف,negative,2,standard,0
 المعروف عليكم تخلويظ من الزمان هذا تأجيل كله فصالح ديالكم,المعروف عليكم تخلويظ من الزمان هذا تأجيل كله فصالح ديالكم,معروف علي خلويظ زمان أجيل كله صالح ديال,negative,2,dialectal,1
 ايها كافر فاسق ,ايها كافر فاسق,ايها كافر اسق,negative,2,dialectal,1
 قناة مريضة ,قناة مريضة,قنا مريض,negative,2,dialectal,1
 الناس في القرن واحد والعشرين باقين تصدقو هذا الخرافات والأساطير,الناس في القرن واحد والعشرين باقين تصدقو هذا الخرافات والأساطير,ناس قرن العشر اقين صدقو خراف الأساطير,negative,2,dialectal,1
 تكذبون حتا على اموت ياسبحان الله ,تكذبون حتا على اموت ياسبحان الله,كذب حتا اموت اسبحان الل,negative,2,dialectal,1
 لقد اصبح العالم الإسلامي والعربي على الوجه الخصوص تافه,لقد اصبح العالم الإسلامي والعربي على الوجه الخصوص تافه,لقد اصبح عالم إسلام العرب وجه خصوص افه,negative,2,standard,0
وا اسفاه,وا اسفاه,اسفا,negative,2,standard,0
بصراحة كنت اعتقد انك مدرب له فكر لكن اتضح لي انك غبي,بصراحة كنت اعتقد انك مدرب له فكر لكن اتضح لي انك غبي,صراح اعتقد انك مدرب فكر اتضح انك غبي,negative,2,standard,0
أصبحنا أضحوكة العالم دموعنا جابت كل القنوات بكينا في الكأس والليغا والان بالأبطال حرام والله ,أصبحنا أضحوكة العالم دموعنا جابت كل القنوات بكينا في الكأس والليغا والان بالأبطال حرام والله,أصبح أضحوك عالم دموع جابت قنو كينا كأس الليغا الان أبطال حرام الل,negative,2,standard,0
ان شاء الله ونوقف امام الله نحاسب كل واحد من العسكر الجزائري على كل المكائد التي كادها لبلدي على مدار سنوات ,ان شاء الله ونوقف امام الله نحاسب كل واحد من العسكر الجزائري على كل المكائد التي كادها لبلدي على مدار سنوات,ان شاء الل نوقف امام الل حاسب عسكر جزائر مكائد كاد بلد مدار نوات,negative,2,standard,0
والله العظيم تعبت مما يقع في ما هذا الظلم العظيم الذي حل ويحل بهذا الشعب الطيب ,والله العظيم تعبت مما يقع في ما هذا الظلم العظيم الذي حل ويحل بهذا الشعب الطيب,الل عظيم عبت يقع ظلم عظيم حل يحل هذا شعب طيب,negative,2,standard,0
الجامعة مافيا ,الجامعة مافيا,جامع مافيا,negative,2,dialectal,1
التافه هو انت ,التافه هو انت,تاف,negative,2,standard,0
للأسف ,للأسف,أسف,negative,2,standard,0
 والله هلكتونا بتعلمكم من اول الموسم وانتم تقولون نفس الكلام ,والله هلكتونا بتعلمكم من اول الموسم وانتم تقولون نفس الكلام,الل هلكتو تعلم اول موسم انتم قول كلام,negative,2,dialectal,1
بغيت غير نفهم ذاك الجمهور الهمجي علاش مستمر في التكسير والتخريب,بغيت غير نفهم ذاك الجمهور الهمجي علاش مستمر في التكسير والتخريب,غيت فهم جمهور همج علاش مستمر تكسير التخريب,negative,2,dialectal,1
والله فريق وضيع هذا الفريق عار على كرة القدم ,والله فريق وضيع هذا الفريق عار على كرة القدم,الل ريق ضيع فريق عار كرة قدم,negative,2,standard,0
الله يخزيهم,الله يخزيهم,الل خزي,negative,2,standard,0
المعاناة يا اختي,المعاناة يا اختي,معانا اخت,negative,2,standard,0
راه هذا من التفاهة ,راه هذا من التفاهة,راه تفاه,negative,2,dialectal,1
حشومة عليهم ,حشومة عليهم,حشوم علي,negative,2,dialectal,1
 في شهر فبراير دائما يبدأ العهر والفساد التحكيمي لصالح الريال ,في شهر فبراير دائما يبدأ العهر والفساد التحكيمي لصالح الريال,شهر دائما بدأ عهر الفساد تحكيم صالح ريال,negative,2,standard,0
